key_bom,genre_cluster,bom_genre
b8434,,Drama
b8438,1.0,Drama
b8446,,Sci-Fi Thriller
b8450,,Comedy
b8460,,Action Comedy
b8473,,Drama
b8477,,Comedy
b8482,1.0,Musical
b8486,,Comedy
b8490,3.0,Comedy
b8496,3.0,Drama
b8497,,Foreign
b8499,,Action Comedy
b8506,,Thriller
b8509,3.0,Comedy
b8525,3.0,Animation
b8527,,Family Comedy
b8546,,Comedy / Drama
b8571,,Drama / Thriller
b8574,3.0,Family Comedy
b8575,3.0,Family Comedy
b8582,0.0,Thriller
b8592,,Comedy
b8605,1.0,Music Drama
b8607,3.0,Romantic Comedy
b8617,3.0,Comedy
b8621,,Romantic Comedy
b8622,3.0,Romantic Comedy
b8628,,Horror
b8633,3.0,Comedy
b8648,,Family
b8660,3.0,Unknown
b8706,,Drama
b8708,6.0,Horror
b8726,3.0,Fantasy Comedy
b8732,,Crime Drama
b8740,3.0,Sports Comedy
b8758,,Family
b8759,,Family
b8762,,Action / Crime
b8778,,Comedy
b8781,,Adventure
b8793,,Comedy / Drama
b8796,,Action
b8821,1.0,Action Drama
b8822,3.0,Romantic Comedy
b8828,,Drama / Thriller
b8843,,Romantic Comedy
b8846,,Family Comedy
b8859,3.0,Comedy
b8871,,Drama
b8892,3.0,Family Adventure
b8893,,Family Adventure
b8906,,Crime Drama
b8918,,Family Adventure
b8921,,Drama
b8929,0.0,Action
b8944,,Unknown
b8945,,Thriller
b8970,,Comedy
b8975,,Drama
b8998,,Thriller
b9000,3.0,Romantic Comedy
b9009,,Drama
b9025,3.0,Comedy
b9028,1.0,Drama
b9049,,Music Drama
b9051,,Romantic Comedy
b9054,,Comedy Thriller
b9056,,Thriller
b9074,0.0,Comedy
b9095,,Sci-Fi Adventure
b9097,0.0,Comedy
b9098,,Thriller
b9106,,Crime Comedy
b9108,,Crime Comedy
b9109,,Documentary
b9113,1.0,Period Drama
b9116,,Horror
b9134,3.0,Comedy
b9148,,Family Comedy
b9152,,Comedy
b9155,,Thriller
b9159,,Period Drama
b9164,6.0,Thriller
b9186,,Romantic Comedy
b9209,6.0,Action
b9217,,Drama
b9222,,Romance
b9226,,Concert
b9231,,Action Comedy
b9233,1.0,Thriller
b9237,,Horror
b9241,3.0,Crime Comedy
b9242,1.0,Period Drama
b9261,,Drama
b9278,,Western
b9279,,Animation
b9307,,Romantic Thriller
b9328,6.0,Horror
b9330,,Comedy / Drama
b9334,1.0,Comedy
b9346,,Comedy
b9355,,Crime Thriller
b9358,0.0,Thriller
b9364,,Documentary
b9366,,Sci-Fi Adventure
b9382,,Crime Drama
b9388,6.0,Adventure
b9392,,Romance
b9398,,Documentary
b9403,,Sci-Fi Action
b9405,,Family
b9409,,Action
b9420,,Fantasy
b9421,,Foreign / Horror
b9426,,Sci-Fi Horror
b9428,,Thriller
b9441,,Drama
b9447,3.0,Animation
b9453,,Foreign
b9459,,Thriller
b9466,6.0,Horror
b9470,,Comedy
b9484,,Action / Crime
b9500,,Sci-Fi
b9513,,Comedy / Drama
b9517,,Period Adventure
b9524,,Action Thriller
b9525,,Drama
b9530,,Sci-Fi Comedy
b9531,3.0,Comedy
b9532,3.0,Comedy
b9546,,Drama
b9547,,Crime
b9549,,Sci-Fi Action
b9556,,War
b9568,3.0,Animation
b9574,,Drama
b9580,6.0,Fantasy
b9581,6.0,Fantasy
b9586,,Action Horror
b9592,,Thriller
b9611,,Family
b9614,,Family Adventure
b9634,3.0,Comedy
b9639,,Drama
b9640,,Drama
b9648,,Thriller
b9662,1.0,Comedy / Drama
b9672,,Action Comedy
b9690,3.0,Horror
b9692,,Comedy
b9694,,Period Adventure
b9695,,Period Adventure
b9697,,Period Adventure
b9698,,Period Adventure
b9700,,Sci-Fi Horror
b9701,3.0,Comedy
b9702,3.0,Comedy
b9705,,Action Comedy
b9712,,Animation
b9714,3.0,Animation
b9715,,Animation
b9719,,Sci-Fi Action
b9724,1.0,Sports Comedy
b9733,,Fantasy Drama
b9734,1.0,Comedy / Drama
b9747,,Action
b9753,,Animation
b9756,,Animation
b9757,,Animation
b9775,,Horror
b9780,,Action Drama
b9785,3.0,Animation
b9804,,Action Drama
b9812,,Action Comedy
b9824,,Action / Adventure
b9836,,Drama
b9837,,Action Horror
b9840,,Sci-Fi Horror
b9846,0.0,Action Thriller
b9847,,Thriller
b9860,1.0,Sports Drama
b9865,,Crime Drama
b9869,,Comedy
b9870,,Action Horror
b9873,,Drama
b9874,,Comedy
b9882,,Adventure
b9891,,Action Thriller
b9908,,Sci-Fi
b9914,,Comedy / Drama
b9916,,Horror
b9918,,Sci-Fi Action
b9924,1.0,Romantic Thriller
b9936,,Thriller
b9943,,Crime Drama
b9955,,Horror
b9969,0.0,Action
b9983,,Sci-Fi Thriller
b9987,,Animation
b9999,,Action
b10000,,Horror Thriller
b10009,1.0,Sports Drama
b10011,1.0,Horror
b10034,3.0,Action / Adventure
b10040,,Family Comedy
b10045,,Drama
b10064,,Sports Drama
b10089,6.0,Music Drama
b10105,,Action
b10106,6.0,Action
b10108,3.0,Family
b10119,,Romance
b10124,,Animation
b10139,,Animation
b10146,,Music Drama
b10155,,Sports Comedy
b10172,,Comedy
b10174,3.0,Animation
b10178,,Action Comedy
b10181,,Action Comedy
b10189,,Action
b10191,,Thriller
b10192,,Thriller
b10202,,Sci-Fi Adventure
b10203,,Drama / Thriller
b10216,1.0,Action / Adventure
b10219,1.0,Action Drama
b10223,,Action
b10241,1.0,Drama
b10242,,Action Horror
b10244,0.0,Action
b10247,2.0,Documentary
b10250,,Romance
b10255,1.0,Sports Drama
b10259,,Animation
b10264,3.0,Comedy
b10266,,Musical
b10272,0.0,Sci-Fi Action
b10284,,Action Horror
b10285,,Action Horror
b10286,,Action Horror
b10288,6.0,Action Horror
b10289,,Sci-Fi Action
b10294,,Drama
b10318,3.0,Romantic Comedy
b10319,6.0,Animation
b10349,,Drama
b10365,1.0,Comedy / Drama
b10369,,Sci-Fi Fantasy
b10372,,Comedy
b10373,3.0,Action Comedy
b10387,0.0,Crime Thriller
b10390,,Horror
b10391,,Animation
b10392,3.0,Animation
b10400,6.0,Animation
b10402,1.0,Sci-Fi Action
b10404,,Action / Adventure
b10422,,Comedy
b10426,0.0,Crime Drama
b10437,,Period Adventure
b10440,1.0,Period Adventure
b10442,,Sci-Fi Action
b10451,,Animation
b10456,,Music Drama
b10460,,Musical
b10466,,Comedy
b10472,,Sports Drama
b10483,,Sci-Fi Adventure
b10484,,Comedy
b10487,,Sports Action
b10503,0.0,Action
b10553,3.0,Animation
b10554,3.0,Animation
b10556,,Drama / Thriller
b10561,,Action
b10562,,Comedy
b10568,,Romantic Comedy
b10569,1.0,Thriller
b10572,0.0,Thriller
b10578,,Action / Crime
b10586,,Action Drama
b10587,,Action Comedy
b10588,3.0,Action Comedy
b10589,3.0,Action Comedy
b10590,,Comedy
b10604,,Action Thriller
b10630,,Romance
b10631,,Action Thriller
b10637,,Adventure
b10649,,War
b10658,,Action Thriller
b10672,,Action
b10674,,Thriller
b10713,3.0,Animation
b10717,,Thriller
b10724,1.0,Comedy
b10727,,Crime Comedy
b10729,1.0,Drama
b10732,1.0,War
b10734,3.0,Comedy
b10738,,Horror
b10742,6.0,Horror
b10743,6.0,Horror
b10746,,Romantic Comedy
b10757,3.0,Horror Comedy
b10758,3.0,Horror Comedy
b10759,,Horror Comedy
b10760,,Comedy
b10772,,Comedy
b10774,3.0,Comedy
b10779,,Family Adventure
b10785,3.0,Action Comedy
b10787,3.0,Horror Comedy
b10790,6.0,Horror
b10791,6.0,Horror
b10792,6.0,Horror
b10797,,Comedy
b10802,,IMAX
b10806,,Sports Drama
b10814,,Period Action
b10820,1.0,Family Adventure
b10826,6.0,Thriller
b10827,,Sports Drama
b10833,,Horror
b10835,,Family Comedy
b10838,3.0,Horror Comedy
b10843,1.0,Comedy / Drama
b10847,,Sci-Fi Thriller
b10848,,Drama
b10872,,Sci-Fi Adventure
b10881,3.0,Romantic Comedy
b10884,,Crime Drama
b10887,,Thriller
b10891,,Drama
b10892,3.0,Action Comedy
b10899,,Fantasy
b10902,,Comedy
b10906,,Comedy
b10909,,Foreign
b10910,,Romantic Comedy
b10911,3.0,Romantic Comedy
b10928,,Unknown
b10944,,Action
b10955,,Music Drama
b10960,1.0,Fantasy Comedy
b10967,3.0,Western Comedy
b10968,3.0,Western Comedy
b10975,6.0,Horror
b10976,3.0,Animation
b10988,3.0,Romantic Comedy
b10996,3.0,Romantic Comedy
b10998,3.0,Comedy
b11007,,Adventure
b11028,,Action
b11034,,Action
b11050,,Fantasy Drama
b11064,,Action Comedy
b11065,3.0,Animation
b11066,3.0,Animation
b11067,3.0,Animation
b11068,3.0,Animation
b11077,,Period Drama
b11082,,Action Drama
b11083,2.0,Documentary
b11092,3.0,Comedy
b11098,,Sci-Fi Horror
b11106,,Horror
b11107,,Horror
b11137,,Crime
b11140,3.0,Animation
b11160,6.0,Horror
b11172,,Comedy
b11202,6.0,Sci-Fi Adventure
b11203,,Family Adventure
b11205,,Action
b11207,,Thriller
b11209,,Comedy
b11227,1.0,Thriller
b11230,3.0,Romantic Comedy
b11236,,Period Horror
b11244,,Sci-Fi Horror
b11256,3.0,Crime Comedy
b11276,,Action Comedy
b11280,,Animation
b11281,,Thriller
b11283,0.0,Horror Thriller
b11294,,Family Comedy
b11295,3.0,Family Comedy
b11296,,Period Drama
b11297,,Historical Drama
b11299,1.0,Adventure
b11305,,Thriller
b11328,,Sci-Fi
b11335,,Comedy / Drama
b11352,,Romantic Comedy
b11356,,Romantic Comedy
b11366,,Romantic Comedy
b11367,,Comedy / Drama
b11382,3.0,Family Comedy
b11403,3.0,Comedy
b11405,6.0,Horror
b11411,3.0,Comedy
b11413,,Sports Drama
b11414,1.0,Horror
b11422,6.0,Sci-Fi Thriller
b11425,,Animation
b11432,,Drama
b11437,3.0,Animation
b11438,6.0,Action Thriller
b11447,,Comedy / Drama
b11454,,Music Drama
b11460,,Action Horror
b11470,,Action
b11473,0.0,Action Thriller
b11474,,Action
b11486,,Drama / Thriller
b11487,,Action / Adventure
b11489,6.0,Action / Adventure
b11490,6.0,Action / Adventure
b11503,6.0,Animation
b11508,,Sci-Fi Horror
b11531,,Crime Drama
b11540,,Comedy
b11541,0.0,Action Thriller
b11543,3.0,Family Adventure
b11544,,Family Adventure
b11545,3.0,Family Adventure
b11546,3.0,Family Adventure
b11580,,Sci-Fi Adventure
b11581,6.0,Sci-Fi Adventure
b11585,6.0,Sci-Fi Adventure
b11589,6.0,Sci-Fi Adventure
b11590,6.0,Sci-Fi Adventure
b11591,6.0,Sci-Fi Adventure
b11596,6.0,Sci-Fi Fantasy
b11598,6.0,Sci-Fi Fantasy
b11600,6.0,Sci-Fi Fantasy
b11604,6.0,Sci-Fi Fantasy
b11608,,Fantasy
b11615,,Sci-Fi Action
b11616,,Action Comedy
b11655,,Action
b11657,,Animation
b11670,,Comedy
b11674,,Music Drama
b11676,1.0,Music Drama
b11678,1.0,Music Drama
b11684,,Comedy / Drama
b11688,,Drama
b11699,,Horror
b11700,1.0,Drama
b11713,,Horror Thriller
b11720,1.0,Unknown
b11721,1.0,Music Drama
b11722,,Drama / Thriller
b11734,,War Drama
b11739,,Animation
b11746,,Drama
b11762,,Fantasy Comedy
b11771,,Thriller
b11780,,Action
b11782,0.0,Crime Drama
b11807,,Family Adventure
b11808,3.0,Family Adventure
b11820,,Action
b11829,3.0,Crime Comedy
b11835,,Action / Adventure
b11843,,Drama
b11844,,Drama
b11847,3.0,Sports Comedy
b11877,,Comedy
b11878,,Sci-Fi
b11885,3.0,Comedy
b11886,,Comedy
b11891,,Action / Adventure
b11895,6.0,Action / Adventure
b11897,,Sci-Fi Thriller
b11905,,Comedy
b11909,6.0,Sci-Fi Action
b11921,0.0,Thriller
b11930,,Musical
b11938,,Romantic Comedy
b11939,,Period Drama
b11954,,Romantic Comedy
b11958,1.0,Thriller
b11969,,Comedy / Drama
b11980,,Action
b11990,,Comedy
b11991,1.0,Drama / Thriller
b11994,,Crime Comedy
b11997,,Animation
b12023,1.0,Drama
b12029,,Action
b12030,,Action
b12031,,Action
b12032,0.0,Action / Crime
b12034,,Thriller
b12036,1.0,Comedy
b12054,,Family Adventure
b12056,3.0,Sports Comedy
b12062,,Comedy
b12066,3.0,Animation
b12082,,Animation
b12093,,Action Comedy
b12109,3.0,Comedy
b12111,1.0,Action Drama
b12112,,Comedy
b12113,3.0,Comedy
b12122,,Action / Adventure
b12125,3.0,Action / Adventure
b12143,3.0,Comedy
b12160,6.0,Sci-Fi Action
b12162,6.0,Sci-Fi Action
b12163,6.0,Sci-Fi Action
b12164,,Action
b12186,,Western
b12193,1.0,Comedy
b12199,3.0,Romantic Comedy
b12218,,Comedy
b12223,,Period Adventure
b12236,3.0,Comedy
b12241,,Sci-Fi Action
b12242,,Sci-Fi Action
b12244,,Action
b12252,,Drama
b12254,,Horror Comedy
b12257,6.0,Sci-Fi Thriller
b12270,3.0,Sci-Fi Comedy
b12272,,Family Comedy
b12291,,War
b12303,,Action / Adventure
b12309,,Drama / Thriller
b12315,,Horror
b12319,6.0,Animation
b12320,3.0,Comedy
b12325,,Animation
b12328,,Thriller
b12348,,Action Thriller
b12350,,Comedy / Drama
b12355,0.0,Western
b12361,1.0,Drama
b12362,1.0,Horror Thriller
b12370,,Period Drama
b12375,,Adventure
b12382,,Romantic Comedy
b12384,3.0,Romantic Comedy
b12400,1.0,Comedy
b12417,,Drama / Thriller
b12433,,Comedy / Drama
b12437,,Unknown
b12442,3.0,Sports Comedy
b12449,,Comedy / Drama
b12450,1.0,Comedy / Drama
b12455,,Romance
b12480,,Drama
b12487,,Drama
b12494,3.0,Romantic Comedy
b12495,,Crime Comedy
b12496,3.0,Comedy
b12503,,Crime Drama
b12513,,Sports Drama
b12531,0.0,Thriller
b12534,1.0,Action / Adventure
b12537,,Animation
b12540,0.0,Action / Crime
b12544,,Comedy
b12549,,Action Comedy
b12550,,Action Thriller
b12551,,Action
b12552,,Action Thriller
b12553,,Action Thriller
b12554,,Horror Thriller
b12556,3.0,Animation
b12557,,Horror
b12581,3.0,Romantic Comedy
b12591,,Period Drama
b12593,,Romance
b12600,,Comedy / Drama
b12602,,Adventure Comedy
b12605,3.0,Comedy
b12609,1.0,Comedy / Drama
b12622,6.0,Sci-Fi Thriller
b12624,6.0,Horror Thriller
b12628,1.0,Comedy
b12630,,Thriller
b12648,,Family Comedy
b12654,0.0,Drama / Thriller
b12657,6.0,Sci-Fi Thriller
b12668,3.0,Comedy
b12690,6.0,Fantasy
b12691,,Fantasy
b12692,6.0,Fantasy
b12693,6.0,Sci-Fi Fantasy
b12695,,Period Drama
b12702,1.0,Drama / Thriller
b12735,,Drama
b12736,1.0,Drama
b12749,6.0,Horror
b12754,0.0,Historical Drama
b12755,,Thriller
b12756,,Drama / Thriller
b12763,6.0,Action Drama
b12766,0.0,Action / Crime
b12769,,Thriller
b12770,,Period Adventure
b12772,3.0,Family Comedy
b12780,,Horror
b12783,,Crime Comedy
b12785,,Family Adventure
b12786,3.0,Animation
b12801,,Fantasy Drama
b12803,3.0,Comedy Thriller
b12807,3.0,Comedy
b12808,,Thriller
b12814,,Comedy
b12821,,Action / Adventure
b12823,6.0,Action Thriller
b12825,,Sci-Fi Thriller
b12830,6.0,Action Drama
b12836,,Sci-Fi
b12848,,Drama / Thriller
b12857,,Drama / Thriller
b12858,,Drama
b12862,0.0,Crime Drama
b12870,,Comedy
b12876,,Drama
b12879,0.0,Drama / Thriller
b12880,0.0,Horror
b12886,,Comedy
b12887,,Comedy
b12893,1.0,Horror
b12899,,Action / Adventure
b12913,1.0,Drama
b12917,,Foreign
b12921,,Drama
b12926,,Crime Drama
b12934,,Action Comedy
b12938,,Period Action
b12943,,Romance
b12946,1.0,Comedy
b12961,1.0,Drama
b12963,3.0,Animation
b12980,,Romance
b12984,,Thriller
b12995,1.0,Horror
b13000,,Action
b13001,6.0,Action
b13005,1.0,Sports Drama
b13029,,Action Comedy
b13031,1.0,Fantasy Comedy
b13032,3.0,Romantic Comedy
b13041,,Action
b13043,,Action
b13052,,Drama
b13054,1.0,Sports Drama
b13058,1.0,Music Drama
b13064,6.0,Horror
b13088,3.0,Comedy
b13093,,Family Comedy
b13094,3.0,Family Comedy
b13106,,Horror
b13113,,Horror
b13114,,Sci-Fi Thriller
b13116,,Horror
b13119,1.0,Sci-Fi Fantasy
b13121,,War Drama
b13152,,Drama
b13155,,Crime Drama
b13158,,Sports Drama
b13171,,Thriller
b13177,,Thriller
b13201,,Foreign
b13203,,Thriller
b13206,,Thriller
b13207,,Thriller
b13210,,Fantasy Drama
b13212,,Thriller
b13222,0.0,Crime Drama
b13231,,Fantasy
b13241,1.0,Romance
b13252,,Crime
b13255,,Action / Adventure
b13256,,Comedy
b13258,,Music Drama
b13260,,Historical Drama
b13268,1.0,Comedy
b13282,,Drama
b13290,,Comedy
b13292,1.0,War
b13296,,Action
b13300,,Drama
b13308,,Action / Adventure
b13309,,Horror
b13310,,Period Drama
b13313,,Action Drama
b13321,6.0,Horror
b13322,,Comedy Thriller
b13327,,Comedy
b13329,,Thriller
b13344,3.0,Comedy
b13345,3.0,Comedy
b13347,,Thriller
b13360,0.0,Western
b13361,,Family Adventure
b13363,,Horror
b13375,,Comedy
b13377,3.0,Unknown
b13382,,Drama
b13392,,Horror
b13393,2.0,Horror
b13405,,Sci-Fi Comedy
b13408,1.0,Drama
b13413,3.0,Romantic Comedy
b13425,,Comedy
b13433,,Sci-Fi Thriller
b13439,,Drama
b13441,3.0,Comedy
b13462,,Drama
b13463,,Animation
b13464,,Drama
b13466,,Action / Adventure
b13467,6.0,Action / Adventure
b13468,6.0,Action / Adventure
b13469,6.0,Action / Adventure
b13471,,Action Thriller
b13472,,Action
b13479,1.0,Action / Adventure
b13480,,Sports Drama
b13481,1.0,War
b13494,,Period Drama
b13495,,Animation
b13497,,Fantasy
b13511,3.0,Comedy
b13512,,Action / Adventure
b13514,6.0,Animation
b13522,0.0,Drama / Thriller
b13535,,Drama / Thriller
b13538,,Comedy
b13539,,Drama / Thriller
b13541,3.0,Comedy
b13542,,Thriller
b13549,,Sci-Fi Thriller
b13550,3.0,Fantasy Comedy
b13564,,Sci-Fi Action
b13567,,Sci-Fi Horror
b13571,,Action / Crime
b13572,,Action Thriller
b13584,,Drama
b13592,,Drama
b13595,,Adventure
b13598,6.0,Animation
b13600,,Action Drama
b13609,,Comedy
b13612,,Crime Drama
b13630,,Thriller
b13640,6.0,Animation
b13641,6.0,Animation
b13643,,Comedy
b13651,,Crime Comedy
b13653,,Romance
b13659,6.0,Fantasy
b13665,1.0,Action Drama
b13678,1.0,Horror
b13683,,Comedy
b13688,,Drama
b13690,,Romance
b13696,,Foreign
b13705,1.0,War
b13711,,Drama
b13712,,Action
b13714,,Historical Drama
b13726,6.0,Action Fantasy
b13741,,Period Adventure
b13746,1.0,Sports Drama
b13750,6.0,Action / Adventure
b13755,,Action / Adventure
b13756,4.0,Period Adventure
b13766,1.0,Adventure Comedy
b13767,1.0,Drama
b13770,0.0,Drama / Thriller
b13773,,Drama
b13775,0.0,Crime Drama
b13777,,Crime Drama
b13800,,Family Adventure
b13806,3.0,Family Adventure
b13812,,Western
b13821,0.0,Action
b13828,,Romance
b13829,,Sports Comedy
b13836,,Crime Drama
b13839,1.0,Fantasy
b13843,1.0,Fantasy
b13848,,Action
b13852,,Period Drama
b13857,6.0,Sci-Fi Horror
b13860,3.0,Comedy
b13864,,Drama / Thriller
b13887,,Western
b13890,,Period Drama
b13897,,Action
b13924,6.0,Action / Adventure
b13925,,Thriller
b13939,,Sci-Fi
b13941,3.0,Period Adventure
b13944,3.0,Comedy
b13945,0.0,Comedy Thriller
b13948,6.0,Sci-Fi Action
b13949,6.0,Sci-Fi Action
b13951,6.0,Sci-Fi Action
b13952,,Sci-Fi Thriller
b13955,,Action
b13959,,Comedy
b13964,,Drama
b13966,,War
b13967,,Horror
b13970,3.0,Crime Comedy
b13996,,Horror
b14010,1.0,Action Drama
b14014,,Fantasy Drama
b14021,,Drama
b14022,,Horror
b14026,,Period Adventure
b14028,6.0,Period Adventure
b14029,6.0,Period Adventure
b14032,,Family Comedy
b14034,,Comedy
b14040,,Period Action
b14055,,Drama
b14058,,Period Drama
b14073,,Comedy
b14077,,Period Drama
b14080,3.0,Drama
b14084,0.0,Action Thriller
b14086,,Comedy
b14100,6.0,Horror
b14102,1.0,Romance
b14107,6.0,Thriller
b14108,3.0,Animation
b14112,,Fantasy
b14114,,Comedy
b14115,,Comedy
b14116,3.0,Romantic Comedy
b14134,,Horror
b14157,,Period Drama
b14164,3.0,Action Comedy
b14179,,Comedy
b14196,1.0,Family Comedy
b14226,,War
b14227,,Action Thriller
b14228,3.0,Animation
b14233,3.0,Horror
b14241,,Thriller
b14244,3.0,Romantic Comedy
b14247,,Action Drama
b14255,,Musical
b14261,,War Drama
b14269,,Comedy
b14270,3.0,Action Comedy
b14278,,Animation
b14280,0.0,Drama
b14288,,Drama / Thriller
b14290,,Animation
b14308,6.0,Horror
b14315,6.0,Animation
b14321,,Fantasy Drama
b14328,3.0,Romantic Comedy
b14330,6.0,Animation
b14337,,Family Comedy
b14338,3.0,Family Comedy
b14339,,Animation
b14356,,Period Drama
b14358,,Musical
b14368,,Romantic Comedy
b14379,,Action / Crime
b14388,1.0,Drama
b14398,,Drama / Thriller
b14417,,Thriller
b14419,,Period Drama
b14421,2.0,Documentary
b14446,,Sports Comedy
b14463,,Action / Adventure
b14472,,Horror
b14478,,Thriller
b14483,,Drama / Thriller
b14488,3.0,Animation
b14494,,Action
b14495,,Comedy
b14505,,Sports Drama
b14507,1.0,Thriller
b14511,,Drama
b14512,1.0,Comedy
b14513,3.0,Animation
b14516,,Comedy
b14518,,Adventure
b14519,,Drama
b14520,3.0,Action Comedy
b14540,1.0,Family Comedy
b14541,3.0,Family Comedy
b14552,,Crime
b14553,6.0,Action Fantasy
b14571,,Comedy / Drama
b14579,,Drama
b14582,,Comedy
b14588,,Thriller
b14589,,Animation
b14616,,Horror
b14624,,Drama
b14632,,Drama / Thriller
b14639,3.0,Animation
b14644,,Comedy / Drama
b14645,1.0,Comedy / Drama
b14647,3.0,Comedy
b14651,,Horror
b14655,,Thriller
b14663,,Family Comedy
b14664,3.0,Family Comedy
b14672,1.0,Comedy / Drama
b14684,,Fantasy
b14687,,Sci-Fi Adventure
b14689,0.0,Action
b14692,,Fantasy
b14698,3.0,Animation
b14699,3.0,Animation
b14700,3.0,Action Comedy
b14705,1.0,Comedy / Drama
b14712,,Drama / Thriller
b14715,,Horror Thriller
b14716,,Sci-Fi Comedy
b14725,,Comedy / Drama
b14734,,Thriller
b14747,,Action Thriller
b14769,3.0,Romantic Comedy
b14772,,Comedy
b14777,,Comedy Thriller
b14781,,Action Thriller
b14783,,Animation
b14786,,Thriller
b14800,,Romance
b14809,3.0,Comedy / Drama
b14817,,Horror
b14819,,Drama
b14826,,War
b14828,,Sci-Fi Horror
b14837,6.0,Sci-Fi Thriller
b14838,,Romantic Thriller
b14840,,Western
b14845,,Period Action
b14846,,Comedy
b14850,1.0,Animation
b14854,,Sci-Fi Adventure
b14856,,Romance
b14858,3.0,Comedy
b14862,,Romantic Thriller
b14865,,Crime Drama
b14875,,Action
b14881,,Drama
b14914,3.0,Action Comedy
b14915,1.0,Romance
b14916,1.0,Romance
b14917,1.0,Romance
b14925,3.0,Romantic Comedy
b14932,,Horror
b14952,1.0,Comedy / Drama
b14967,,Period Horror
b14972,,Drama
b14976,,Drama
b14982,,Adventure
b15001,,Western
b15003,,Comedy
b15005,,Comedy
b15006,,Thriller
b15008,1.0,War Drama
b15010,3.0,Sports Comedy
b15015,1.0,Drama
b15022,0.0,Action / Crime
b15026,,Comedy / Drama
b15030,3.0,Romantic Comedy
b15032,3.0,Romantic Comedy
b15033,,Comedy
b15034,3.0,Romantic Comedy
b15050,,Foreign
b15051,,Crime Comedy
b15052,,Crime Comedy
b15056,,Horror Thriller
b15059,3.0,Animation
b15068,6.0,Animation
b15095,,Fantasy
b15104,,Drama
b15105,,Horror
b15107,,Action
b15115,,Comedy
b15125,,Drama
b15133,,Action
b15136,,Comedy
b15137,,Period Drama
b15142,,Sports Drama
b15146,1.0,Sci-Fi Thriller
b15148,0.0,Crime Drama
b15167,,Historical Drama
b15180,,Drama
b15183,1.0,Drama
b15215,3.0,Comedy
b15216,3.0,Comedy
b15219,,Drama
b15220,,Action Drama
b15221,,Horror
b15228,,Drama
b15231,3.0,Comedy
b15239,,Action
b15250,1.0,Comedy
b15251,3.0,Comedy
b15258,,Action / Adventure
b15260,6.0,Action / Adventure
b15264,,Thriller
b15272,,War Drama
b15302,,Family Adventure
b15337,,Drama
b15349,,Sci-Fi Adventure
b15360,6.0,Animation
b15361,,Romance
b15381,1.0,Drama
b15403,,Comedy
b15409,,Sci-Fi
b15421,,Fantasy Comedy
b15439,,Action
b15448,,Sci-Fi Action
b15450,,Sci-Fi Action
b15476,3.0,Comedy
b15477,,Romantic Comedy
b15481,3.0,Animation
b15483,3.0,Animation
b15504,,Comedy
b15506,,Drama / Thriller
b15507,,Crime Thriller
b15509,,Sci-Fi
b15512,,Sci-Fi Action
b15515,6.0,Sci-Fi Action
b15516,6.0,Sci-Fi Action
b15517,6.0,Sci-Fi Action
b15520,,Action
b15525,,Thriller
b15533,6.0,Animation
b15567,,Animation
b15569,6.0,Sci-Fi Action
b15571,3.0,Action Comedy
b15580,,Historical Epic
b15590,,Western
b15593,3.0,Action Comedy
b15602,,Drama
b15625,,Animation
b15629,6.0,Thriller
b15643,,Thriller
b15655,,Romance
b15669,,Thriller
b15671,,Action Drama
b15675,3.0,Romantic Comedy
b15693,3.0,Romantic Comedy
b15696,,Drama / Thriller
b15704,,Comedy
b15707,,Comedy / Drama
b15712,,Comedy
b15713,,Comedy
b15718,,Comedy / Drama
b15725,,War
b15736,,Action Horror
b15741,,Animation
b15745,3.0,Comedy
b15748,,Thriller
b15749,,War Drama
b15770,,Unknown
b15783,,Sci-Fi
b15788,,Romance
b15802,,Action Horror
b15803,,Action Horror
b15804,,Action Horror
b15806,,Action Horror
b15807,3.0,Music Drama
b15808,,Sports Drama
b15812,,Romantic Thriller
b15815,,Comedy
b15827,,Drama / Thriller
b15834,,Drama / Thriller
b15839,,Action Drama
b15845,,Action Thriller
b15921,0.0,Thriller
b15924,,Animation
b15931,,Comedy / Drama
b15936,3.0,Comedy
b15938,,Horror
b15939,6.0,Horror
b15946,,Action Thriller
b15953,,Horror Thriller
b15954,,Comedy
b15957,,Horror
b15958,,Romantic Comedy
b15962,,Animation
b15963,,Thriller
b15974,3.0,Horror Comedy
b15977,,Period Horror
b15980,6.0,Thriller
b15984,,Period Drama
b15985,,Thriller
b15987,,Sports Drama
b15991,,Foreign
b16008,,Drama / Thriller
b16009,,Comedy
b16010,1.0,Action
b16046,,Historical Drama
b16060,,Sci-Fi Horror
b16071,,Foreign
b16086,,Action Drama
b16098,,Historical Drama
b16100,,Animation
b16124,,Comedy
b16135,3.0,Comedy
b16139,1.0,Music Drama
b16140,,Action
b16145,,Family Adventure
b16149,1.0,Drama
b16151,,Animation
b16157,,Action / Adventure
b16163,,War
b16174,,Sci-Fi Horror
b16181,,Fantasy
b16185,,Drama
b16190,,Action
b16195,,Foreign / Action
b16207,,Action / Adventure
b16212,,Drama
b16219,6.0,Sci-Fi Adventure
b16223,,Comedy
b16236,1.0,Drama
b16241,,Crime Drama
b16245,1.0,War
b16251,3.0,Comedy
b16257,3.0,Comedy
b16273,,Comedy
b16279,3.0,Comedy
b16291,,Horror
b16308,3.0,Comedy
b16312,1.0,Horror
b16317,3.0,Sci-Fi Comedy
b16323,3.0,Fantasy Comedy
